src,dst,proto,ttl,inbound,srcport,dstport,length,time_delta,time_relative,flags,outbound_pkt_count,inbound_pkt_count,pkt_count_diff,outbound_bytes,inbound_bytes,bytes_diff,outbound_bytes_mean,inbound_bytes_mean,transaction_duration,inbound_avg_interpacket_time,outbound_avg_interpacket_time,connections_from_ip_1_seconds,connections_from_ip_port_1_seconds,connections_from_ip_3_seconds,connections_from_ip_port_3_seconds,connections_acked_percentage,connections_outbound_pkts_to_ip,connections_inbound_pkts_to_ip
10.128.0.4,203.221.42.137,6,64,0,80,23258,0,0.000028079,0.000028079,0x00000012,1,1,0,0,52,-52,0.0,52.0,0.0052032470703125,52.0,0.0,133,2,133,2,0.12337662337662338,154,112
203.221.42.137,10.128.0.4,6,49,1,23237,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0008876323699951172,50.0,0,134,1,134,1,0.12337662337662338,154,114
10.128.0.4,203.221.42.137,6,64,0,80,23237,0,0.000030974,0.000030974,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.004024028778076172,50.0,0.0,135,2,135,2,0.12179487179487179,156,114
203.221.42.137,10.128.0.4,6,49,1,23310,80,50,0.306022233,0.306050593,0x00000002,1,2,-1,0,102,-102,0.0,51.0,0.264495849609375,51.0,0.0,136,3,136,3,0.12179487179487179,156,116
203.221.42.137,10.128.0.4,6,49,1,23192,80,52,0.000000000,0.000000000,0x00000002,0,1,-1,0,52,-52,0,52.0,0.001003265380859375,52.0,0,137,1,137,1,0.12179487179487179,156,118
10.128.0.4,203.221.42.137,6,64,0,80,23192,0,0.000033286,0.000033286,0x00000012,1,1,0,0,52,-52,0.0,52.0,0.0043125152587890625,52.0,0.0,138,2,138,2,0.12025316455696203,158,118
10.128.0.4,203.221.42.137,6,64,0,80,23323,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0008704662322998047,0,0.0,139,1,139,1,0.11875,160,118
203.221.42.137,10.128.0.4,6,49,1,23333,80,52,0.000000000,0.000000000,0x00000002,0,1,-1,0,52,-52,0,52.0,0.0008797645568847656,52.0,0,140,1,140,1,0.11875,160,120
10.128.0.4,203.221.42.137,6,64,0,80,23333,0,0.000030916,0.000030916,0x00000012,1,1,0,0,52,-52,0.0,52.0,0.005532741546630859,52.0,0.0,141,2,141,2,0.11728395061728394,162,120
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.159096781,0.418352713,0x00000010,20,11,9,14288,0,14288,714.4,0.0,0.3741168975830078,0.0,714.4,142,31,142,31,0.11728395061728394,162,122
10.128.0.4,203.221.42.137,6,64,0,22,60965,2816,0.000028192,0.418380905,0x00000018,21,11,10,17104,0,17104,814.4761904761905,0.0,0.3775780200958252,0.0,814.4761904761905,143,32,143,32,0.12195121951219512,164,122
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000010257,0.418391162,0x00000010,21,12,9,17104,0,17104,814.4761904761905,0.0,0.3822059631347656,0.0,814.4761904761905,144,33,144,33,0.12195121951219512,164,124
10.128.0.4,203.221.42.137,6,64,0,22,60965,2816,0.000005327,0.418396489,0x00000018,22,12,10,19920,0,19920,905.4545454545455,0.0,0.38567256927490234,0.0,905.4545454545455,145,34,145,34,0.12650602409638553,166,124
10.128.0.4,203.221.42.137,6,64,0,22,60965,1408,0.001265952,0.419662441,0x00000010,23,12,11,21328,0,21328,927.304347826087,0.0,0.39055418968200684,0.0,927.304347826087,146,35,146,35,0.125,168,124
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.002917014,0.422579455,0x00000010,23,13,10,21328,0,21328,927.304347826087,0.0,0.3940739631652832,0.0,927.304347826087,147,36,147,36,0.125,168,126
203.221.42.137,10.128.0.4,6,49,1,23135,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0008955001831054688,50.0,0,148,1,148,1,0.125,168,128
10.128.0.4,203.221.42.137,6,64,0,80,23135,0,0.000022535,0.000022535,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.004240989685058594,50.0,0.0,149,2,149,2,0.12352941176470589,170,128
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.005301495,0.427880950,0x00000010,23,14,9,21328,0,21328,927.304347826087,0.0,0.4058675765991211,0.0,927.304347826087,150,37,150,37,0.12352941176470589,170,130
10.128.0.4,203.221.42.137,6,64,0,22,60965,2816,0.000012464,0.427893414,0x00000018,24,14,10,24144,0,24144,1006.0,0.0,0.4092402458190918,0.0,1006.0,151,38,151,38,0.12790697674418605,172,130
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000005734,0.427899148,0x00000010,24,15,9,24144,0,24144,1006.0,0.0,0.41374826431274414,0.0,1006.0,152,39,152,39,0.12790697674418605,172,132
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000003361,0.427902509,0x00000010,24,16,8,24144,0,24144,1006.0,0.0,0.4171020984649658,0.0,1006.0,153,40,153,40,0.12790697674418605,172,134
10.128.0.4,203.221.42.137,6,64,0,22,60965,2816,0.000004296,0.427906805,0x00000018,25,16,9,26960,0,26960,1078.4,0.0,0.42050838470458984,0.0,1078.4,154,41,154,41,0.13218390804597702,174,134
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000004210,0.427911015,0x00000010,25,17,8,26960,0,26960,1078.4,0.0,0.42533063888549805,0.0,1078.4,155,42,155,42,0.13218390804597702,174,136
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000002808,0.427913823,0x00000010,25,18,7,26960,0,26960,1078.4,0.0,0.4286072254180908,0.0,1078.4,156,43,156,43,0.13218390804597702,174,138
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000003771,0.427917594,0x00000010,25,19,6,26960,0,26960,1078.4,0.0,0.43198466300964355,0.0,1078.4,157,44,157,44,0.13218390804597702,174,140
10.128.0.4,203.221.42.137,6,64,0,22,60965,2648,0.001249249,0.429166843,0x00000018,26,19,7,29608,0,29608,1138.7692307692307,0.0,0.436572790145874,0.0,1138.769230769231,158,45,158,45,0.13636363636363635,176,140
10.128.0.4,203.221.42.137,6,64,0,22,60965,292,0.001218307,0.430385150,0x00000018,27,19,8,29900,0,29900,1107.4074074074074,0.0,0.4399302005767822,0.0,1107.4074074074076,159,46,159,46,0.1404494382022472,178,140
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.002140031,0.432525181,0x00000010,27,20,7,29900,0,29900,1107.4074074074074,0.0,0.44321751594543457,0.0,1107.4074074074076,160,47,160,47,0.1404494382022472,178,142
10.128.0.4,203.221.42.137,6,64,0,22,60965,60,0.000016794,0.432541975,0x00000018,28,20,8,29960,0,29960,1070.0,0.0,0.4475994110107422,0.0,1070.0000000000002,161,48,161,48,0.14444444444444443,180,142
203.221.42.137,10.128.0.4,6,49,1,23164,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0008854866027832031,51.0,0,162,1,162,1,0.14444444444444443,180,144
10.128.0.4,203.221.42.137,6,64,0,80,23164,0,0.000019105,0.000019105,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.0040438175201416016,51.0,0.0,163,2,163,2,0.14285714285714285,182,144
203.221.42.137,10.128.0.4,6,49,1,23102,80,51,0.196302948,0.196302948,0x00000002,1,1,0,0,51,-51,0.0,51.0,0.2072310447692871,51.0,0.0,164,2,164,2,0.14285714285714285,182,146
10.128.0.4,203.221.42.137,6,64,0,80,23102,0,0.000030093,0.196333041,0x00000012,2,1,1,0,51,-51,0.0,51.0,0.21198296546936035,51.0,0.0,165,3,165,3,0.14130434782608695,184,146
203.221.42.137,10.128.0.4,6,49,1,23265,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0008897781372070312,50.0,0,166,1,166,1,0.14130434782608695,184,148
10.128.0.4,203.221.42.137,6,64,0,80,23265,0,0.000025454,0.000025454,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.004030942916870117,50.0,0.0,167,2,167,2,0.13978494623655913,186,148
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.031112140,0.463654115,0x00000010,28,21,7,29960,0,29960,1070.0,0.0,0.47286176681518555,0.0,1070.0000000000002,168,49,168,49,0.13978494623655913,186,150
10.128.0.4,203.221.42.137,6,64,0,22,60965,1408,0.000028865,0.463682980,0x00000010,29,21,8,31368,0,31368,1081.655172413793,0.0,0.477402925491333,0.0,1081.6551724137933,169,50,169,50,0.13829787234042554,188,150
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000008009,0.463690989,0x00000010,29,22,7,31368,0,31368,1081.655172413793,0.0,0.48081469535827637,0.0,1081.6551724137933,170,51,170,51,0.13829787234042554,188,152
10.128.0.4,203.221.42.137,6,64,0,22,60965,1400,0.000004377,0.463695366,0x00000018,30,22,8,32768,0,32768,1092.2666666666667,0.0,0.4840843677520752,0.0,1092.2666666666667,171,52,171,52,0.14210526315789473,190,152
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000004186,0.463699552,0x00000010,30,23,7,32768,0,32768,1092.2666666666667,0.0,0.4884672164916992,0.0,1092.2666666666667,172,53,172,53,0.14210526315789473,190,154
10.128.0.4,203.221.42.137,6,64,0,22,60965,292,0.000912352,0.464611904,0x00000018,31,23,8,33060,0,33060,1066.4516129032259,0.0,0.4917726516723633,0.0,1066.4516129032259,173,54,173,54,0.14583333333333334,192,154
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.004004096,0.468616000,0x00000010,31,24,7,33060,0,33060,1066.4516129032259,0.0,0.4950737953186035,0.0,1066.4516129032259,174,55,174,55,0.14583333333333334,192,156
10.128.0.4,203.221.42.137,6,64,0,22,60965,112,0.000024734,0.468640734,0x00000018,32,24,8,33172,0,33172,1036.625,0.0,0.49829792976379395,0.0,1036.625,175,56,175,56,0.14948453608247422,194,156
203.221.42.137,10.128.0.4,6,49,1,23244,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0009522438049316406,50.0,0,176,1,176,1,0.14948453608247422,194,158
10.128.0.4,203.221.42.137,6,64,0,80,23244,0,0.000024231,0.000024231,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.004251241683959961,50.0,0.0,177,2,177,2,0.14795918367346939,196,158
10.128.0.4,203.221.42.137,6,64,0,80,23324,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0008924007415771484,0,0.0,178,1,178,1,0.14646464646464646,198,158
10.128.0.4,203.221.42.137,6,64,0,80,23254,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.000865936279296875,0,0.0,179,1,179,1,0.145,200,158
10.128.0.4,203.221.42.137,6,64,0,80,23159,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0009477138519287109,0,0.0,180,1,180,1,0.14356435643564355,202,158
10.128.0.4,203.221.42.137,6,64,0,80,23291,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0008766651153564453,0,0.0,181,1,181,1,0.14215686274509803,204,158
10.128.0.4,203.221.42.137,6,64,0,80,23181,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.00086212158203125,0,0.0,182,1,182,1,0.1407766990291262,206,158
10.128.0.4,203.221.42.137,6,64,0,80,23126,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0009396076202392578,0,0.0,183,1,183,1,0.13942307692307693,208,158
203.221.42.137,10.128.0.4,6,49,1,23160,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0009062290191650391,51.0,0,184,1,184,1,0.13942307692307693,208,160
10.128.0.4,203.221.42.137,6,64,0,80,23160,0,0.000023381,0.000023381,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.00532078742980957,51.0,0.0,185,2,185,2,0.1380952380952381,210,160
203.221.42.137,10.128.0.4,6,49,1,23133,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0009207725524902344,50.0,0,186,1,186,1,0.1380952380952381,210,162
10.128.0.4,203.221.42.137,6,64,0,80,23133,0,0.000035915,0.000035915,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.004049777984619141,50.0,0.0,187,2,187,2,0.13679245283018868,212,162
203.221.42.137,10.128.0.4,6,49,1,23286,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0009801387786865234,50.0,0,188,1,188,1,0.13679245283018868,212,164
10.128.0.4,203.221.42.137,6,64,0,80,23286,0,0.000027166,0.000027166,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.0053195953369140625,50.0,0.0,189,2,189,2,0.13551401869158877,214,164
203.221.42.137,10.128.0.4,6,49,1,23291,80,52,0.047961758,0.047961758,0x00000002,1,1,0,0,52,-52,0.0,52.0,0.03468060493469238,52.0,0.0,190,2,190,2,0.13551401869158877,214,166
10.128.0.4,203.221.42.137,6,64,0,80,23291,0,0.000028471,0.047990229,0x00000012,2,1,1,0,52,-52,0.0,52.0,0.037964582443237305,52.0,0.0,191,3,191,3,0.13425925925925927,216,166
10.128.0.4,203.221.42.137,6,64,0,80,23108,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0008587837219238281,0,0.0,192,1,192,1,0.13302752293577982,218,166
203.221.42.137,10.128.0.4,6,49,1,23303,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0009067058563232422,51.0,0,193,1,193,1,0.13302752293577982,218,168
10.128.0.4,203.221.42.137,6,64,0,80,23303,0,0.000026173,0.000026173,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.004102230072021484,51.0,0.0,194,2,194,2,0.1318181818181818,220,168
203.221.42.137,10.128.0.4,6,49,1,23188,80,51,0.565624114,0.565624114,0x00000002,1,1,0,0,51,-51,0.0,51.0,0.6770889759063721,51.0,0.0,195,2,195,2,0.1318181818181818,220,170
10.128.0.4,203.221.42.137,6,64,0,80,23188,0,0.000031853,0.565655967,0x00000012,2,1,1,0,51,-51,0.0,51.0,0.6803436279296875,51.0,0.0,196,3,196,3,0.13063063063063063,222,170
10.128.0.4,203.221.42.137,6,64,0,80,23124,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0009431838989257812,0,0.0,197,1,197,1,0.12946428571428573,224,170
203.221.42.137,10.128.0.4,6,49,1,23127,80,52,0.673656513,0.673656513,0x00000002,1,1,0,0,52,-52,0.0,52.0,0.741896390914917,52.0,0.0,198,2,198,2,0.12946428571428573,224,172
10.128.0.4,203.221.42.137,6,64,0,80,23127,0,0.000037309,0.673693822,0x00000012,2,1,1,0,52,-52,0.0,52.0,0.7452826499938965,52.0,0.0,199,3,199,3,0.12831858407079647,226,172
203.221.42.137,10.128.0.4,6,49,1,23146,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0009181499481201172,50.0,0,200,1,200,1,0.12831858407079647,226,174
10.128.0.4,203.221.42.137,6,64,0,80,23146,0,0.000026398,0.000026398,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.004108905792236328,50.0,0.0,201,2,201,2,0.12719298245614036,228,174
203.221.42.137,10.128.0.4,6,49,1,23305,80,52,0.000000000,0.000000000,0x00000002,0,1,-1,0,52,-52,0,52.0,0.0010135173797607422,52.0,0,202,1,202,1,0.12719298245614036,228,176
10.128.0.4,203.221.42.137,6,64,0,80,23305,0,0.000025095,0.000025095,0x00000012,1,1,0,0,52,-52,0.0,52.0,0.0042209625244140625,52.0,0.0,203,2,203,2,0.12608695652173912,230,176
10.128.0.4,203.221.42.137,6,64,0,80,23049,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0009491443634033203,0,0.0,204,1,204,1,0.125,232,176
10.128.0.4,203.221.42.137,6,64,0,80,23266,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0008831024169921875,0,0.0,205,1,205,1,0.12393162393162394,234,176
10.128.0.4,203.221.42.137,6,64,0,80,23289,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0008759498596191406,0,0.0,206,1,206,1,0.1228813559322034,236,176
10.128.0.4,203.221.42.137,6,64,0,80,23205,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0009188652038574219,0,0.0,207,1,207,1,0.12184873949579832,238,176
10.128.0.4,203.221.42.137,6,64,0,80,23056,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0009224414825439453,0,0.0,208,1,208,1,0.12083333333333333,240,176
10.128.0.4,203.221.42.137,6,64,0,80,23217,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0009937286376953125,0,0.0,209,1,209,1,0.11983471074380166,242,176
10.128.0.4,203.221.42.137,6,64,0,80,23209,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0010313987731933594,0,0.0,210,1,210,1,0.11885245901639344,244,176
10.128.0.4,203.221.42.137,6,64,0,80,23325,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0008616447448730469,0,0.0,211,1,211,1,0.11788617886178862,246,176
10.128.0.4,203.221.42.137,6,64,0,80,23180,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0008673667907714844,0,0.0,212,1,212,1,0.11693548387096774,248,176
203.221.42.137,10.128.0.4,6,49,1,23253,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0009210109710693359,51.0,0,213,1,213,1,0.11693548387096774,248,178
10.128.0.4,203.221.42.137,6,64,0,80,23253,0,0.000022530,0.000022530,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.004085540771484375,51.0,0.0,214,2,214,2,0.116,250,178
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.157174055,0.625814789,0x00000010,32,25,7,33172,0,33172,1036.625,0.0,0.6517841815948486,0.0,1036.625,215,57,215,57,0.116,250,180
10.128.0.4,203.221.42.137,6,64,0,22,60965,2816,0.000031629,0.625846418,0x00000018,33,25,8,35988,0,35988,1090.5454545454545,0.0,0.6553740501403809,0.0,1090.5454545454545,216,58,216,58,0.11904761904761904,252,180
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000008080,0.625854498,0x00000010,33,26,7,35988,0,35988,1090.5454545454545,0.0,0.6601924896240234,0.0,1090.5454545454545,217,59,217,59,0.11904761904761904,252,182
10.128.0.4,203.221.42.137,6,64,0,22,60965,2816,0.000005849,0.625860347,0x00000018,34,26,8,38804,0,38804,1141.2941176470588,0.0,0.6636590957641602,0.0,1141.2941176470588,218,60,218,60,0.1220472440944882,254,182
203.221.42.137,10.128.0.4,6,49,1,23239,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0009112358093261719,50.0,0,219,1,219,1,0.1220472440944882,254,184
10.128.0.4,203.221.42.137,6,64,0,80,23239,0,0.000032309,0.000032309,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.005524873733520508,50.0,0.0,220,2,220,2,0.12109375,256,184
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.004520251,0.630380598,0x00000010,34,27,7,38804,0,38804,1141.2941176470588,0.0,0.6755609512329102,0.0,1141.2941176470588,221,61,221,61,0.12109375,256,186
10.128.0.4,203.221.42.137,6,64,0,22,60965,1408,0.000014949,0.630395547,0x00000010,35,27,8,40212,0,40212,1148.9142857142858,0.0,0.6790196895599365,0.0,1148.9142857142858,222,62,222,62,0.12015503875968993,258,186
203.221.42.137,10.128.0.4,6,49,1,60965,22,36,0.000005509,0.630401056,0x00000018,35,28,7,40212,36,40176,1148.9142857142858,1.2857142857142858,0.6840221881866455,1.2857142857142858,1148.9142857142858,223,63,223,63,0.12403100775193798,258,188
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.004506693,0.634907749,0x00000010,35,29,6,40212,36,40176,1148.9142857142858,1.2413793103448276,0.6874692440032959,1.2413793103448276,1148.9142857142858,224,64,224,64,0.12403100775193798,258,190
10.128.0.4,203.221.42.137,6,64,0,22,60965,2816,0.000024308,0.634932057,0x00000018,36,29,7,43028,36,42992,1195.2222222222222,1.2413793103448276,0.6910715103149414,1.2413793103448276,1195.2222222222224,225,65,225,65,0.12692307692307692,260,190
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000006934,0.634938991,0x00000010,36,30,6,43028,36,42992,1195.2222222222222,1.2,0.6957507133483887,1.2,1195.2222222222224,226,66,226,66,0.12692307692307692,260,192
10.128.0.4,203.221.42.137,6,64,0,22,60965,2816,0.000005420,0.634944411,0x00000018,37,30,7,45844,36,45808,1239.027027027027,1.2,0.6992185115814209,1.2,1239.0270270270273,227,67,227,67,0.1297709923664122,262,192
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000004305,0.634948716,0x00000010,37,31,6,45844,36,45808,1239.027027027027,1.1612903225806452,0.704033613204956,1.1612903225806452,1239.0270270270273,228,68,228,68,0.1297709923664122,262,194
10.128.0.4,203.221.42.137,6,64,0,80,23326,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0008931159973144531,0,0.0,229,1,229,1,0.12878787878787878,264,194
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.004920653,0.639869369,0x00000010,37,32,5,45844,36,45808,1239.027027027027,1.125,0.7111208438873291,1.125,1239.0270270270273,230,69,230,69,0.12878787878787878,264,196
10.128.0.4,203.221.42.137,6,64,0,22,60965,2816,0.000019870,0.639889239,0x00000018,38,32,6,48660,36,48624,1280.5263157894738,1.125,0.7157895565032959,1.125,1280.526315789474,231,70,231,70,0.13157894736842105,266,196
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000006580,0.639895819,0x00000010,38,33,5,48660,36,48624,1280.5263157894738,1.0909090909090908,0.7192947864532471,1.0909090909090908,1280.526315789474,232,71,232,71,0.13157894736842105,266,198
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000003762,0.639899581,0x00000010,38,34,4,48660,36,48624,1280.5263157894738,1.0588235294117647,0.7227048873901367,1.0588235294117647,1280.526315789474,233,72,233,72,0.13157894736842105,266,200
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000002768,0.639902349,0x00000010,38,35,3,48660,36,48624,1280.5263157894738,1.0285714285714285,0.7261111736297607,1.0285714285714285,1280.526315789474,234,73,234,73,0.13157894736842105,266,202
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000003269,0.639905618,0x00000010,38,36,2,48660,36,48624,1280.5263157894738,1.0,0.7307095527648926,1.0,1280.526315789474,235,74,235,74,0.13157894736842105,266,204
10.128.0.4,203.221.42.137,6,64,0,22,60965,264,0.000060211,0.639965829,0x00000018,39,36,3,48924,36,48888,1254.4615384615386,1.0,0.7341122627258301,1.0,1254.4615384615388,236,75,236,75,0.13432835820895522,268,204
10.128.0.4,203.221.42.137,6,64,0,22,60965,300,0.001593963,0.641559792,0x00000018,40,36,4,49224,36,49188,1230.6,1.0,0.7374973297119141,1.0,1230.6000000000004,237,76,237,76,0.13703703703703704,270,204
10.128.0.4,203.221.42.137,6,64,0,22,60965,60,0.002540685,0.644100477,0x00000018,41,36,5,49284,36,49248,1202.0487804878048,1.0,0.7409062385559082,1.0,1202.0487804878053,238,77,238,77,0.13970588235294118,272,204
203.221.42.137,10.128.0.4,6,49,1,23117,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0009210109710693359,51.0,0,239,1,239,1,0.13970588235294118,272,206
10.128.0.4,203.221.42.137,6,64,0,80,23117,0,0.000018965,0.000018965,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.004327297210693359,51.0,0.0,240,2,240,2,0.1386861313868613,274,206
10.128.0.4,203.221.42.137,6,64,0,22,60965,284,0.002347055,0.646447532,0x00000018,42,36,6,49568,36,49532,1180.1904761904761,1.0,0.752866268157959,1.0,1180.1904761904766,241,78,241,78,0.14130434782608695,276,206
203.221.42.137,10.128.0.4,6,49,1,23210,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0009181499481201172,50.0,0,242,1,242,1,0.14130434782608695,276,208
10.128.0.4,203.221.42.137,6,64,0,80,23210,0,0.000039411,0.000039411,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.005589485168457031,50.0,0.0,243,2,243,2,0.14028776978417265,278,208
203.221.42.137,10.128.0.4,6,49,1,23185,80,52,0.321941092,0.321941092,0x00000002,1,1,0,0,52,-52,0.0,52.0,0.4492626190185547,52.0,0.0,244,2,244,2,0.14028776978417265,278,210
10.128.0.4,203.221.42.137,6,64,0,80,23185,0,0.000028722,0.321969814,0x00000012,2,1,1,0,52,-52,0.0,52.0,0.45267200469970703,52.0,0.0,245,3,245,3,0.1392857142857143,280,210
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.027099048,0.673546580,0x00000010,42,37,5,49568,36,49532,1180.1904761904761,0.972972972972973,0.7718474864959717,0.972972972972973,1180.1904761904766,246,79,246,79,0.1392857142857143,280,212
10.128.0.4,203.221.42.137,6,64,0,22,60965,2372,0.000031458,0.673578038,0x00000018,43,37,6,51940,36,51904,1207.906976744186,0.972972972972973,0.7765562534332275,0.972972972972973,1207.9069767441863,247,80,247,80,0.14184397163120568,282,212
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000008206,0.673586244,0x00000010,43,38,5,51940,36,51904,1207.906976744186,0.9473684210526315,0.779982328414917,0.9473684210526315,1207.9069767441863,248,81,248,81,0.14184397163120568,282,214
10.128.0.4,203.221.42.137,6,64,0,22,60965,60,0.000672615,0.674258859,0x00000018,44,38,6,52000,36,51964,1181.8181818181818,0.9473684210526315,0.7832422256469727,0.9473684210526315,1181.818181818182,249,82,249,82,0.1443661971830986,284,214
10.128.0.4,203.221.42.137,6,64,0,22,60965,276,0.002169246,0.676428105,0x00000018,45,38,7,52276,36,52240,1161.6888888888889,0.9473684210526315,0.7878754138946533,0.9473684210526315,1161.688888888889,250,83,250,83,0.14685314685314685,286,214
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.001498205,0.677926310,0x00000010,45,39,6,52276,36,52240,1161.6888888888889,0.9230769230769231,0.7913894653320312,0.9230769230769231,1161.688888888889,251,84,251,84,0.14685314685314685,286,216
